"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - ICD Chapter"	"MCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Nebraska"	"31"	"2016"	"2016"	"Certain conditions originating in the perinatal period"	"P00-P96"	107	1907116	5.6
	"Nebraska"	"31"	"2016"	"2016"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	130	1907116	6.8
	"Nebraska"	"31"	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3759	1907116	197.1
	"Nebraska"	"31"	"2016"	"2016"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1572	1907116	82.4
	"Nebraska"	"31"	"2016"	"2016"	"Codes for special purposes"	"U00-U99"	0	1907116	Unreliable
	"Nebraska"	"31"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	1714	1907116	89.9
	"Nebraska"	"31"	"2017"	"2017"	"Certain infectious and parasitic diseases"	"A00-B99"	1341	1920076	69.8
	"Nebraska"	"31"	"2017"	"2017"	"Neoplasms"	"C00-D48"	4157	1920076	216.5
	"Nebraska"	"31"	"2017"	"2017"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	629	1920076	32.8
	"Nebraska"	"31"	"2017"	"2017"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	3744	1920076	195.0
	"Nebraska"	"31"	"2017"	"2017"	"Mental and behavioural disorders"	"F01-F99"	5201	1920076	270.9
	"Nebraska"	"31"	"2017"	"2017"	"Diseases of the nervous system"	"G00-G98"	2354	1920076	122.6
	"Nebraska"	"31"	"2017"	"2017"	"Diseases of the eye and adnexa"	"H00-H59"	48	1920076	2.5
	"Nebraska"	"31"	"2017"	"2017"	"Diseases of the ear and mastoid process"	"H60-H95"	18	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	9956	1920076	518.5
	"Nebraska"	"31"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	5435	1920076	283.1
	"Nebraska"	"31"	"2017"	"2017"	"Diseases of the digestive system"	"K00-K92"	1514	1920076	78.9
	"Nebraska"	"31"	"2017"	"2017"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	178	1920076	9.3
	"Nebraska"	"31"	"2017"	"2017"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	616	1920076	32.1
	"Nebraska"	"31"	"2017"	"2017"	"Diseases of the genitourinary system"	"N00-N99"	2011	1920076	104.7
	"Nebraska"	"31"	"2017"	"2017"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	10	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Certain conditions originating in the perinatal period"	"P00-P96"	92	1920076	4.8
	"Nebraska"	"31"	"2017"	"2017"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	132	1920076	6.9
	"Nebraska"	"31"	"2017"	"2017"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3976	1920076	207.1
	"Nebraska"	"31"	"2017"	"2017"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1643	1920076	85.6
	"Nebraska"	"31"	"2017"	"2017"	"Codes for special purposes"	"U00-U99"	0	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"External causes of morbidity and mortality"	"V01-Y89"	1819	1920076	94.7
	"Nebraska"	"31"	"2018"	"2018"	"Certain infectious and parasitic diseases"	"A00-B99"	1465	1929268	75.9
	"Nebraska"	"31"	"2018"	"2018"	"Neoplasms"	"C00-D48"	4179	1929268	216.6
	"Nebraska"	"31"	"2018"	"2018"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	711	1929268	36.9
	"Nebraska"	"31"	"2018"	"2018"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	3759	1929268	194.8
	"Nebraska"	"31"	"2018"	"2018"	"Mental and behavioural disorders"	"F01-F99"	5035	1929268	261.0
	"Nebraska"	"31"	"2018"	"2018"	"Diseases of the nervous system"	"G00-G98"	2318	1929268	120.1
	"Nebraska"	"31"	"2018"	"2018"	"Diseases of the eye and adnexa"	"H00-H59"	39	1929268	2.0
	"Nebraska"	"31"	"2018"	"2018"	"Diseases of the ear and mastoid process"	"H60-H95"	12	1929268	Unreliable
	"Nebraska"	"31"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	9669	1929268	501.2
	"Nebraska"	"31"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	5458	1929268	282.9
	"Nebraska"	"31"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	1519	1929268	78.7
	"Nebraska"	"31"	"2018"	"2018"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	210	1929268	10.9
	"Nebraska"	"31"	"2018"	"2018"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	658	1929268	34.1
	"Nebraska"	"31"	"2018"	"2018"	"Diseases of the genitourinary system"	"N00-N99"	2101	1929268	108.9
	"Nebraska"	"31"	"2018"	"2018"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	10	1929268	Unreliable
	"Nebraska"	"31"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	101	1929268	5.2
	"Nebraska"	"31"	"2018"	"2018"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	116	1929268	6.0
	"Nebraska"	"31"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	4298	1929268	222.8
	"Nebraska"	"31"	"2018"	"2018"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1622	1929268	84.1
	"Nebraska"	"31"	"2018"	"2018"	"Codes for special purposes"	"U00-U99"	0	1929268	Unreliable
	"Nebraska"	"31"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	1827	1929268	94.7
	"Nebraska"	"31"	"2019"	"2019"	"Certain infectious and parasitic diseases"	"A00-B99"	1383	1934408	71.5
	"Nebraska"	"31"	"2019"	"2019"	"Neoplasms"	"C00-D48"	4217	1934408	218.0
	"Nebraska"	"31"	"2019"	"2019"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	718	1934408	37.1
	"Nebraska"	"31"	"2019"	"2019"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	3842	1934408	198.6
	"Nebraska"	"31"	"2019"	"2019"	"Mental and behavioural disorders"	"F01-F99"	4998	1934408	258.4
	"Nebraska"	"31"	"2019"	"2019"	"Diseases of the nervous system"	"G00-G98"	2520	1934408	130.3
	"Nebraska"	"31"	"2019"	"2019"	"Diseases of the eye and adnexa"	"H00-H59"	35	1934408	1.8
	"Nebraska"	"31"	"2019"	"2019"	"Diseases of the ear and mastoid process"	"H60-H95"	11	1934408	Unreliable
	"Nebraska"	"31"	"2019"	"2019"	"Diseases of the circulatory system"	"I00-I99"	9834	1934408	508.4
	"Nebraska"	"31"	"2019"	"2019"	"Diseases of the respiratory system"	"J00-J98"	5366	1934408	277.4
	"Nebraska"	"31"	"2019"	"2019"	"Diseases of the digestive system"	"K00-K92"	1572	1934408	81.3
	"Nebraska"	"31"	"2019"	"2019"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	174	1934408	9.0
	"Nebraska"	"31"	"2019"	"2019"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	669	1934408	34.6
	"Nebraska"	"31"	"2019"	"2019"	"Diseases of the genitourinary system"	"N00-N99"	2250	1934408	116.3
	"Nebraska"	"31"	"2019"	"2019"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	12	1934408	Unreliable
	"Nebraska"	"31"	"2019"	"2019"	"Certain conditions originating in the perinatal period"	"P00-P96"	80	1934408	4.1
	"Nebraska"	"31"	"2019"	"2019"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	104	1934408	5.4
	"Nebraska"	"31"	"2019"	"2019"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	4417	1934408	228.3
	"Nebraska"	"31"	"2019"	"2019"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1763	1934408	91.1
	"Nebraska"	"31"	"2019"	"2019"	"Codes for special purposes"	"U00-U99"	0	1934408	Unreliable
	"Nebraska"	"31"	"2019"	"2019"	"External causes of morbidity and mortality"	"V01-Y89"	2042	1934408	105.6
	"Nevada"	"32"	"2015"	"2015"	"Certain infectious and parasitic diseases"	"A00-B99"	2069	2890845	71.6
	"Nevada"	"32"	"2015"	"2015"	"Neoplasms"	"C00-D48"	5435	2890845	188.0
	"Nevada"	"32"	"2015"	"2015"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	325	2890845	11.2
	"Nevada"	"32"	"2015"	"2015"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	2324	2890845	80.4
	"Nevada"	"32"	"2015"	"2015"	"Mental and behavioural disorders"	"F01-F99"	4010	2890845	138.7
	"Nevada"	"32"	"2015"	"2015"	"Diseases of the nervous system"	"G00-G98"	2120	2890845	73.3
	"Nevada"	"32"	"2015"	"2015"	"Diseases of the eye and adnexa"	"H00-H59"	Suppressed	2890845	Suppressed
	"Nevada"	"32"	"2015"	"2015"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	2890845	Suppressed
	"Nevada"	"32"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	11981	2890845	414.4
	"Nevada"	"32"	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	5617	2890845	194.3
	"Nevada"	"32"	"2015"	"2015"	"Diseases of the digestive system"	"K00-K92"	1753	2890845	60.6
	"Nevada"	"32"	"2015"	"2015"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	139	2890845	4.8
	"Nevada"	"32"	"2015"	"2015"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	241	2890845	8.3
	"Nevada"	"32"	"2015"	"2015"	"Diseases of the genitourinary system"	"N00-N99"	1526	2890845	52.8
	"Nevada"	"32"	"2015"	"2015"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	2890845	Suppressed
	"Nevada"	"32"	"2015"	"2015"	"Certain conditions originating in the perinatal period"	"P00-P96"	115	2890845	4.0
	"Nevada"	"32"	"2015"	"2015"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	114	2890845	3.9
	"Nevada"	"32"	"2015"	"2015"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	5602	2890845	193.8
	"Nevada"	"32"	"2015"	"2015"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	2532	2890845	87.6
	"Nevada"	"32"	"2015"	"2015"	"Codes for special purposes"	"U00-U99"	0	2890845	Unreliable
	"Nevada"	"32"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	2613	2890845	90.4
	"Nevada"	"32"	"2016"	"2016"	"Certain infectious and parasitic diseases"	"A00-B99"	2346	2940058	79.8
	"Nevada"	"32"	"2016"	"2016"	"Neoplasms"	"C00-D48"	5671	2940058	192.9
	"Nevada"	"32"	"2016"	"2016"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	481	2940058	16.4
	"Nevada"	"32"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	2859	2940058	97.2
	"Nevada"	"32"	"2016"	"2016"	"Mental and behavioural disorders"	"F01-F99"	5225	2940058	177.7
	"Nevada"	"32"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	2210	2940058	75.2
	"Nevada"	"32"	"2016"	"2016"	"Diseases of the eye and adnexa"	"H00-H59"	Suppressed	2940058	Suppressed
	"Nevada"	"32"	"2016"	"2016"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	2940058	Suppressed
	"Nevada"	"32"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	12812	2940058	435.8
	"Nevada"	"32"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	6194	2940058	210.7
	"Nevada"	"32"	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	1767	2940058	60.1
	"Nevada"	"32"	"2016"	"2016"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	151	2940058	5.1
	"Nevada"	"32"	"2016"	"2016"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	278	2940058	9.5
	"Nevada"	"32"	"2016"	"2016"	"Diseases of the genitourinary system"	"N00-N99"	1720	2940058	58.5
	"Nevada"	"32"	"2016"	"2016"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	2940058	Suppressed
	"Nevada"	"32"	"2016"	"2016"	"Certain conditions originating in the perinatal period"	"P00-P96"	112	2940058	3.8
	"Nevada"	"32"	"2016"	"2016"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	125	2940058	4.3
	"Nevada"	"32"	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	5786	2940058	196.8
	"Nevada"	"32"	"2016"	"2016"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	2781	2940058	94.6
	"Nevada"	"32"	"2016"	"2016"	"Codes for special purposes"	"U00-U99"	0	2940058	Unreliable
	"Nevada"	"32"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	2909	2940058	98.9
	"Nevada"	"32"	"2017"	"2017"	"Certain infectious and parasitic diseases"	"A00-B99"	2455	2998039	81.9
	"Nevada"	"32"	"2017"	"2017"	"Neoplasms"	"C00-D48"	5726	2998039	191.0
	"Nevada"	"32"	"2017"	"2017"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	492	2998039	16.4
	"Nevada"	"32"	"2017"	"2017"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	3315	2998039	110.6
	"Nevada"	"32"	"2017"	"2017"	"Mental and behavioural disorders"	"F01-F99"	5238	2998039	174.7
	"Nevada"	"32"	"2017"	"2017"	"Diseases of the nervous system"	"G00-G98"	2636	2998039	87.9
	"Nevada"	"32"	"2017"	"2017"	"Diseases of the eye and adnexa"	"H00-H59"	Suppressed	2998039	Suppressed
	"Nevada"	"32"	"2017"	"2017"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	2998039	Suppressed
	"Nevada"	"32"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	13471	2998039	449.3
	"Nevada"	"32"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	6417	2998039	214.0
	"Nevada"	"32"	"2017"	"2017"	"Diseases of the digestive system"	"K00-K92"	1865	2998039	62.2
	"Nevada"	"32"	"2017"	"2017"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	196	2998039	6.5
	"Nevada"	"32"	"2017"	"2017"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	305	2998039	10.2
	"Nevada"	"32"	"2017"	"2017"	"Diseases of the genitourinary system"	"N00-N99"	1942	2998039	64.8
	"Nevada"	"32"	"2017"	"2017"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	12	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Certain conditions originating in the perinatal period"	"P00-P96"	126	2998039	4.2
	"Nevada"	"32"	"2017"	"2017"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	125	2998039	4.2
	"Nevada"	"32"	"2017"	"2017"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	6541	2998039	218.2
	"Nevada"	"32"	"2017"	"2017"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	2934	2998039	97.9
	"Nevada"	"32"	"2017"	"2017"	"Codes for special purposes"	"U00-U99"	0	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"External causes of morbidity and mortality"	"V01-Y89"	3059	2998039	102.0
	"Nevada"	"32"	"2018"	"2018"	"Certain infectious and parasitic diseases"	"A00-B99"	2249	3034392	74.1
	"Nevada"	"32"	"2018"	"2018"	"Neoplasms"	"C00-D48"	5691	3034392	187.5
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	598	3034392	19.7
	"Nevada"	"32"	"2018"	"2018"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	3659	3034392	120.6
	"Nevada"	"32"	"2018"	"2018"	"Mental and behavioural disorders"	"F01-F99"	5442	3034392	179.3
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the nervous system"	"G00-G98"	2526	3034392	83.2
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the eye and adnexa"	"H00-H59"	30	3034392	1.0
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the ear and mastoid process"	"H60-H95"	11	3034392	Unreliable
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	13743	3034392	452.9
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	6246	3034392	205.8
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	1959	3034392	64.6
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	194	3034392	6.4
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	329	3034392	10.8
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the genitourinary system"	"N00-N99"	1976	3034392	65.1
	"Nevada"	"32"	"2018"	"2018"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	3034392	Suppressed
	"Nevada"	"32"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	130	3034392	4.3
	"Nevada"	"32"	"2018"	"2018"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	113	3034392	3.7
	"Nevada"	"32"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	7061	3034392	232.7
	"Nevada"	"32"	"2018"	"2018"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	2931	3034392	96.6
	"Nevada"	"32"	"2018"	"2018"	"Codes for special purposes"	"U00-U99"	0	3034392	Unreliable
	"Nevada"	"32"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	3108	3034392	102.4
	"Nevada"	"32"	"2019"	"2019"	"Certain infectious and parasitic diseases"	"A00-B99"	2208	3080156	71.7
	"Nevada"	"32"	"2019"	"2019"	"Neoplasms"	"C00-D48"	5972	3080156	193.9
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	586	3080156	19.0
	"Nevada"	"32"	"2019"	"2019"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	4069	3080156	132.1
	"Nevada"	"32"	"2019"	"2019"	"Mental and behavioural disorders"	"F01-F99"	5810	3080156	188.6
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the nervous system"	"G00-G98"	2689	3080156	87.3
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the eye and adnexa"	"H00-H59"	16	3080156	Unreliable
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	3080156	Suppressed
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the circulatory system"	"I00-I99"	14780	3080156	479.8
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the respiratory system"	"J00-J98"	6357	3080156	206.4
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the digestive system"	"K00-K92"	2000	3080156	64.9
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	151	3080156	4.9
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	392	3080156	12.7
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the genitourinary system"	"N00-N99"	1897	3080156	61.6
	"Nevada"	"32"	"2019"	"2019"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	3080156	Suppressed
	"Nevada"	"32"	"2019"	"2019"	"Certain conditions originating in the perinatal period"	"P00-P96"	112	3080156	3.6
	"Nevada"	"32"	"2019"	"2019"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	113	3080156	3.7
	"Nevada"	"32"	"2019"	"2019"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	8390	3080156	272.4
	"Nevada"	"32"	"2019"	"2019"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	2762	3080156	89.7
	"Nevada"	"32"	"2019"	"2019"	"Codes for special purposes"	"U00-U99"	0	3080156	Unreliable
	"Nevada"	"32"	"2019"	"2019"	"External causes of morbidity and mortality"	"V01-Y89"	3015	3080156	97.9
	"New Hampshire"	"33"	"2015"	"2015"	"Certain infectious and parasitic diseases"	"A00-B99"	837	1330608	62.9
	"New Hampshire"	"33"	"2015"	"2015"	"Neoplasms"	"C00-D48"	3157	1330608	237.3
	"New Hampshire"	"33"	"2015"	"2015"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	318	1330608	23.9
	"New Hampshire"	"33"	"2015"	"2015"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	1811	1330608	136.1
	"New Hampshire"	"33"	"2015"	"2015"	"Mental and behavioural disorders"	"F01-F99"	4031	1330608	302.9
	"New Hampshire"	"33"	"2015"	"2015"	"Diseases of the nervous system"	"G00-G98"	1209	1330608	90.9
	"New Hampshire"	"33"	"2015"	"2015"	"Diseases of the eye and adnexa"	"H00-H59"	11	1330608	Unreliable
	"New Hampshire"	"33"	"2015"	"2015"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	1330608	Suppressed
	"New Hampshire"	"33"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	5858	1330608	440.2
	"New Hampshire"	"33"	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	3223	1330608	242.2
	"New Hampshire"	"33"	"2015"	"2015"	"Diseases of the digestive system"	"K00-K92"	977	1330608	73.4
