"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Projected Populations
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2022"	"2022"	"Male"	"M"	160573
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2023"	"2023"	"Female"	"F"	146948
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2023"	"2023"	"Male"	"M"	158493
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2024"	"2024"	"Female"	"F"	145921
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2024"	"2024"	"Male"	"M"	157276
	"35-39 years"	"35-39"	"Maine"	"23"	"2013"	"2013"	"Female"	"F"	41559
	"35-39 years"	"35-39"	"Maine"	"23"	"2013"	"2013"	"Male"	"M"	39277
	"35-39 years"	"35-39"	"Maine"	"23"	"2014"	"2014"	"Female"	"F"	42941
	"35-39 years"	"35-39"	"Maine"	"23"	"2014"	"2014"	"Male"	"M"	40649
	"35-39 years"	"35-39"	"Maine"	"23"	"2015"	"2015"	"Female"	"F"	44560
	"35-39 years"	"35-39"	"Maine"	"23"	"2015"	"2015"	"Male"	"M"	42426
	"35-39 years"	"35-39"	"Maine"	"23"	"2016"	"2016"	"Female"	"F"	46741
	"35-39 years"	"35-39"	"Maine"	"23"	"2016"	"2016"	"Male"	"M"	44781
	"35-39 years"	"35-39"	"Maine"	"23"	"2017"	"2017"	"Female"	"F"	48994
	"35-39 years"	"35-39"	"Maine"	"23"	"2017"	"2017"	"Male"	"M"	47018
	"35-39 years"	"35-39"	"Maine"	"23"	"2018"	"2018"	"Female"	"F"	50605
	"35-39 years"	"35-39"	"Maine"	"23"	"2018"	"2018"	"Male"	"M"	48911
	"35-39 years"	"35-39"	"Maine"	"23"	"2019"	"2019"	"Female"	"F"	51512
	"35-39 years"	"35-39"	"Maine"	"23"	"2019"	"2019"	"Male"	"M"	50177
	"35-39 years"	"35-39"	"Maine"	"23"	"2020"	"2020"	"Female"	"F"	51919
	"35-39 years"	"35-39"	"Maine"	"23"	"2020"	"2020"	"Male"	"M"	50933
	"35-39 years"	"35-39"	"Maine"	"23"	"2021"	"2021"	"Female"	"F"	51577
	"35-39 years"	"35-39"	"Maine"	"23"	"2021"	"2021"	"Male"	"M"	50886
	"35-39 years"	"35-39"	"Maine"	"23"	"2022"	"2022"	"Female"	"F"	50673
	"35-39 years"	"35-39"	"Maine"	"23"	"2022"	"2022"	"Male"	"M"	50408
	"35-39 years"	"35-39"	"Maine"	"23"	"2023"	"2023"	"Female"	"F"	49793
	"35-39 years"	"35-39"	"Maine"	"23"	"2023"	"2023"	"Male"	"M"	49649
	"35-39 years"	"35-39"	"Maine"	"23"	"2024"	"2024"	"Female"	"F"	49014
	"35-39 years"	"35-39"	"Maine"	"23"	"2024"	"2024"	"Male"	"M"	48868
	"35-39 years"	"35-39"	"Maryland"	"24"	"2013"	"2013"	"Female"	"F"	187897
	"35-39 years"	"35-39"	"Maryland"	"24"	"2013"	"2013"	"Male"	"M"	175527
	"35-39 years"	"35-39"	"Maryland"	"24"	"2014"	"2014"	"Female"	"F"	193024
	"35-39 years"	"35-39"	"Maryland"	"24"	"2014"	"2014"	"Male"	"M"	180599
	"35-39 years"	"35-39"	"Maryland"	"24"	"2015"	"2015"	"Female"	"F"	200000
	"35-39 years"	"35-39"	"Maryland"	"24"	"2015"	"2015"	"Male"	"M"	186784
	"35-39 years"	"35-39"	"Maryland"	"24"	"2016"	"2016"	"Female"	"F"	208628
	"35-39 years"	"35-39"	"Maryland"	"24"	"2016"	"2016"	"Male"	"M"	194125
	"35-39 years"	"35-39"	"Maryland"	"24"	"2017"	"2017"	"Female"	"F"	217597
	"35-39 years"	"35-39"	"Maryland"	"24"	"2017"	"2017"	"Male"	"M"	202067
	"35-39 years"	"35-39"	"Maryland"	"24"	"2018"	"2018"	"Female"	"F"	226946
	"35-39 years"	"35-39"	"Maryland"	"24"	"2018"	"2018"	"Male"	"M"	210233
	"35-39 years"	"35-39"	"Maryland"	"24"	"2019"	"2019"	"Female"	"F"	235100
	"35-39 years"	"35-39"	"Maryland"	"24"	"2019"	"2019"	"Male"	"M"	217274
	"35-39 years"	"35-39"	"Maryland"	"24"	"2020"	"2020"	"Female"	"F"	241610
	"35-39 years"	"35-39"	"Maryland"	"24"	"2020"	"2020"	"Male"	"M"	222545
	"35-39 years"	"35-39"	"Maryland"	"24"	"2021"	"2021"	"Female"	"F"	247144
	"35-39 years"	"35-39"	"Maryland"	"24"	"2021"	"2021"	"Male"	"M"	227223
	"35-39 years"	"35-39"	"Maryland"	"24"	"2022"	"2022"	"Female"	"F"	251710
	"35-39 years"	"35-39"	"Maryland"	"24"	"2022"	"2022"	"Male"	"M"	231158
	"35-39 years"	"35-39"	"Maryland"	"24"	"2023"	"2023"	"Female"	"F"	255324
	"35-39 years"	"35-39"	"Maryland"	"24"	"2023"	"2023"	"Male"	"M"	234269
	"35-39 years"	"35-39"	"Maryland"	"24"	"2024"	"2024"	"Female"	"F"	258841
	"35-39 years"	"35-39"	"Maryland"	"24"	"2024"	"2024"	"Male"	"M"	237966
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2013"	"2013"	"Female"	"F"	211262
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2013"	"2013"	"Male"	"M"	195369
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2014"	"2014"	"Female"	"F"	212921
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2014"	"2014"	"Male"	"M"	196215
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2015"	"2015"	"Female"	"F"	215829
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2015"	"2015"	"Male"	"M"	198554
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2016"	"2016"	"Female"	"F"	220880
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2016"	"2016"	"Male"	"M"	202828
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2017"	"2017"	"Female"	"F"	223094
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2017"	"2017"	"Male"	"M"	206512
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2018"	"2018"	"Female"	"F"	221901
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2018"	"2018"	"Male"	"M"	208003
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2019"	"2019"	"Female"	"F"	220268
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2019"	"2019"	"Male"	"M"	208518
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2020"	"2020"	"Female"	"F"	218278
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2020"	"2020"	"Male"	"M"	208672
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2021"	"2021"	"Female"	"F"	216575
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2021"	"2021"	"Male"	"M"	209009
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2022"	"2022"	"Female"	"F"	218731
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2022"	"2022"	"Male"	"M"	210641
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2023"	"2023"	"Female"	"F"	224901
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2023"	"2023"	"Male"	"M"	214721
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2024"	"2024"	"Female"	"F"	231662
	"35-39 years"	"35-39"	"Massachusetts"	"25"	"2024"	"2024"	"Male"	"M"	219111
	"35-39 years"	"35-39"	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	329741
	"35-39 years"	"35-39"	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	334551
	"35-39 years"	"35-39"	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	336165
	"35-39 years"	"35-39"	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	341720
	"35-39 years"	"35-39"	"Michigan"	"26"	"2015"	"2015"	"Female"	"F"	344194
	"35-39 years"	"35-39"	"Michigan"	"26"	"2015"	"2015"	"Male"	"M"	350374
	"35-39 years"	"35-39"	"Michigan"	"26"	"2016"	"2016"	"Female"	"F"	353710
	"35-39 years"	"35-39"	"Michigan"	"26"	"2016"	"2016"	"Male"	"M"	360829
	"35-39 years"	"35-39"	"Michigan"	"26"	"2017"	"2017"	"Female"	"F"	360215
	"35-39 years"	"35-39"	"Michigan"	"26"	"2017"	"2017"	"Male"	"M"	369072
	"35-39 years"	"35-39"	"Michigan"	"26"	"2018"	"2018"	"Female"	"F"	362074
	"35-39 years"	"35-39"	"Michigan"	"26"	"2018"	"2018"	"Male"	"M"	374250
	"35-39 years"	"35-39"	"Michigan"	"26"	"2019"	"2019"	"Female"	"F"	360204
	"35-39 years"	"35-39"	"Michigan"	"26"	"2019"	"2019"	"Male"	"M"	375551
	"35-39 years"	"35-39"	"Michigan"	"26"	"2020"	"2020"	"Female"	"F"	356876
	"35-39 years"	"35-39"	"Michigan"	"26"	"2020"	"2020"	"Male"	"M"	375148
	"35-39 years"	"35-39"	"Michigan"	"26"	"2021"	"2021"	"Female"	"F"	352656
	"35-39 years"	"35-39"	"Michigan"	"26"	"2021"	"2021"	"Male"	"M"	372919
	"35-39 years"	"35-39"	"Michigan"	"26"	"2022"	"2022"	"Female"	"F"	349958
	"35-39 years"	"35-39"	"Michigan"	"26"	"2022"	"2022"	"Male"	"M"	370183
	"35-39 years"	"35-39"	"Michigan"	"26"	"2023"	"2023"	"Female"	"F"	349651
	"35-39 years"	"35-39"	"Michigan"	"26"	"2023"	"2023"	"Male"	"M"	368888
	"35-39 years"	"35-39"	"Michigan"	"26"	"2024"	"2024"	"Female"	"F"	350826
	"35-39 years"	"35-39"	"Michigan"	"26"	"2024"	"2024"	"Male"	"M"	369846
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2013"	"2013"	"Female"	"F"	170720
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2013"	"2013"	"Male"	"M"	178877
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2014"	"2014"	"Female"	"F"	176029
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2014"	"2014"	"Male"	"M"	185478
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2015"	"2015"	"Female"	"F"	182411
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2015"	"2015"	"Male"	"M"	192681
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2016"	"2016"	"Female"	"F"	190196
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2016"	"2016"	"Male"	"M"	200892
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2017"	"2017"	"Female"	"F"	197561
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2017"	"2017"	"Male"	"M"	209429
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2018"	"2018"	"Female"	"F"	203337
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2018"	"2018"	"Male"	"M"	216708
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2019"	"2019"	"Female"	"F"	207021
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2019"	"2019"	"Male"	"M"	220737
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2020"	"2020"	"Female"	"F"	208939
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2020"	"2020"	"Male"	"M"	222650
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2021"	"2021"	"Female"	"F"	208686
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2021"	"2021"	"Male"	"M"	222955
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2022"	"2022"	"Female"	"F"	207275
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2022"	"2022"	"Male"	"M"	221773
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2023"	"2023"	"Female"	"F"	206182
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2023"	"2023"	"Male"	"M"	220570
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2024"	"2024"	"Female"	"F"	205929
	"35-39 years"	"35-39"	"Minnesota"	"27"	"2024"	"2024"	"Male"	"M"	219925
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2013"	"2013"	"Female"	"F"	95601
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2013"	"2013"	"Male"	"M"	91191
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2014"	"2014"	"Female"	"F"	97468
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2014"	"2014"	"Male"	"M"	92965
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2015"	"2015"	"Female"	"F"	99977
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2015"	"2015"	"Male"	"M"	95643
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2016"	"2016"	"Female"	"F"	102738
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2016"	"2016"	"Male"	"M"	98415
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	103395
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	98975
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2018"	"2018"	"Female"	"F"	102524
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2018"	"2018"	"Male"	"M"	98422
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	100558
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	96755
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2020"	"2020"	"Female"	"F"	97181
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2020"	"2020"	"Male"	"M"	93865
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2021"	"2021"	"Female"	"F"	93301
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2021"	"2021"	"Male"	"M"	90500
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2022"	"2022"	"Female"	"F"	90741
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2022"	"2022"	"Male"	"M"	88182
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2023"	"2023"	"Female"	"F"	89207
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2023"	"2023"	"Male"	"M"	86673
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2024"	"2024"	"Female"	"F"	88893
	"35-39 years"	"35-39"	"Mississippi"	"28"	"2024"	"2024"	"Male"	"M"	86524
	"35-39 years"	"35-39"	"Missouri"	"29"	"2013"	"2013"	"Female"	"F"	182070
	"35-39 years"	"35-39"	"Missouri"	"29"	"2013"	"2013"	"Male"	"M"	180652
	"35-39 years"	"35-39"	"Missouri"	"29"	"2014"	"2014"	"Female"	"F"	186416
	"35-39 years"	"35-39"	"Missouri"	"29"	"2014"	"2014"	"Male"	"M"	185512
	"35-39 years"	"35-39"	"Missouri"	"29"	"2015"	"2015"	"Female"	"F"	192046
	"35-39 years"	"35-39"	"Missouri"	"29"	"2015"	"2015"	"Male"	"M"	191190
	"35-39 years"	"35-39"	"Missouri"	"29"	"2016"	"2016"	"Female"	"F"	198462
	"35-39 years"	"35-39"	"Missouri"	"29"	"2016"	"2016"	"Male"	"M"	197936
	"35-39 years"	"35-39"	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	202560
	"35-39 years"	"35-39"	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	203199
	"35-39 years"	"35-39"	"Missouri"	"29"	"2018"	"2018"	"Female"	"F"	205033
	"35-39 years"	"35-39"	"Missouri"	"29"	"2018"	"2018"	"Male"	"M"	207456
	"35-39 years"	"35-39"	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	205743
	"35-39 years"	"35-39"	"Missouri"	"29"	"2019"	"2019"	"Male"	"M"	209546
	"35-39 years"	"35-39"	"Missouri"	"29"	"2020"	"2020"	"Female"	"F"	204482
	"35-39 years"	"35-39"	"Missouri"	"29"	"2020"	"2020"	"Male"	"M"	209777
	"35-39 years"	"35-39"	"Missouri"	"29"	"2021"	"2021"	"Female"	"F"	202738
	"35-39 years"	"35-39"	"Missouri"	"29"	"2021"	"2021"	"Male"	"M"	209258
	"35-39 years"	"35-39"	"Missouri"	"29"	"2022"	"2022"	"Female"	"F"	201600
	"35-39 years"	"35-39"	"Missouri"	"29"	"2022"	"2022"	"Male"	"M"	208061
	"35-39 years"	"35-39"	"Missouri"	"29"	"2023"	"2023"	"Female"	"F"	201393
	"35-39 years"	"35-39"	"Missouri"	"29"	"2023"	"2023"	"Male"	"M"	206978
	"35-39 years"	"35-39"	"Missouri"	"29"	"2024"	"2024"	"Female"	"F"	201863
	"35-39 years"	"35-39"	"Missouri"	"29"	"2024"	"2024"	"Male"	"M"	206993
	"35-39 years"	"35-39"	"Montana"	"30"	"2013"	"2013"	"Female"	"F"	30950
	"35-39 years"	"35-39"	"Montana"	"30"	"2013"	"2013"	"Male"	"M"	30953
	"35-39 years"	"35-39"	"Montana"	"30"	"2014"	"2014"	"Female"	"F"	32313
	"35-39 years"	"35-39"	"Montana"	"30"	"2014"	"2014"	"Male"	"M"	31717
	"35-39 years"	"35-39"	"Montana"	"30"	"2015"	"2015"	"Female"	"F"	33522
	"35-39 years"	"35-39"	"Montana"	"30"	"2015"	"2015"	"Male"	"M"	32442
	"35-39 years"	"35-39"	"Montana"	"30"	"2016"	"2016"	"Female"	"F"	34617
	"35-39 years"	"35-39"	"Montana"	"30"	"2016"	"2016"	"Male"	"M"	33261
	"35-39 years"	"35-39"	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	35795
	"35-39 years"	"35-39"	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	33977
	"35-39 years"	"35-39"	"Montana"	"30"	"2018"	"2018"	"Female"	"F"	36719
	"35-39 years"	"35-39"	"Montana"	"30"	"2018"	"2018"	"Male"	"M"	34676
	"35-39 years"	"35-39"	"Montana"	"30"	"2019"	"2019"	"Female"	"F"	37115
	"35-39 years"	"35-39"	"Montana"	"30"	"2019"	"2019"	"Male"	"M"	35207
	"35-39 years"	"35-39"	"Montana"	"30"	"2020"	"2020"	"Female"	"F"	37139
	"35-39 years"	"35-39"	"Montana"	"30"	"2020"	"2020"	"Male"	"M"	35495
	"35-39 years"	"35-39"	"Montana"	"30"	"2021"	"2021"	"Female"	"F"	36779
	"35-39 years"	"35-39"	"Montana"	"30"	"2021"	"2021"	"Male"	"M"	35467
	"35-39 years"	"35-39"	"Montana"	"30"	"2022"	"2022"	"Female"	"F"	35755
	"35-39 years"	"35-39"	"Montana"	"30"	"2022"	"2022"	"Male"	"M"	34963
	"35-39 years"	"35-39"	"Montana"	"30"	"2023"	"2023"	"Female"	"F"	34634
	"35-39 years"	"35-39"	"Montana"	"30"	"2023"	"2023"	"Male"	"M"	34287
	"35-39 years"	"35-39"	"Montana"	"30"	"2024"	"2024"	"Female"	"F"	33621
	"35-39 years"	"35-39"	"Montana"	"30"	"2024"	"2024"	"Male"	"M"	33524
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2013"	"2013"	"Female"	"F"	54310
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2013"	"2013"	"Male"	"M"	53836
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2014"	"2014"	"Female"	"F"	54987
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2014"	"2014"	"Male"	"M"	54555
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2015"	"2015"	"Female"	"F"	55720
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2015"	"2015"	"Male"	"M"	55035
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2016"	"2016"	"Female"	"F"	56563
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2016"	"2016"	"Male"	"M"	56032
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2017"	"2017"	"Female"	"F"	56925
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2017"	"2017"	"Male"	"M"	56714
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2018"	"2018"	"Female"	"F"	57054
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2018"	"2018"	"Male"	"M"	57102
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2019"	"2019"	"Female"	"F"	57016
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2019"	"2019"	"Male"	"M"	57046
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2020"	"2020"	"Female"	"F"	56465
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2020"	"2020"	"Male"	"M"	56711
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2021"	"2021"	"Female"	"F"	55720
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2021"	"2021"	"Male"	"M"	55778
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2022"	"2022"	"Female"	"F"	54938
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2022"	"2022"	"Male"	"M"	54903
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2023"	"2023"	"Female"	"F"	54067
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2023"	"2023"	"Male"	"M"	53921
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2024"	"2024"	"Female"	"F"	53248
	"35-39 years"	"35-39"	"Nebraska"	"31"	"2024"	"2024"	"Male"	"M"	53328
	"35-39 years"	"35-39"	"Nevada"	"32"	"2013"	"2013"	"Female"	"F"	91337
	"35-39 years"	"35-39"	"Nevada"	"32"	"2013"	"2013"	"Male"	"M"	93212
	"35-39 years"	"35-39"	"Nevada"	"32"	"2014"	"2014"	"Female"	"F"	91942
	"35-39 years"	"35-39"	"Nevada"	"32"	"2014"	"2014"	"Male"	"M"	93664
	"35-39 years"	"35-39"	"Nevada"	"32"	"2015"	"2015"	"Female"	"F"	92515
	"35-39 years"	"35-39"	"Nevada"	"32"	"2015"	"2015"	"Male"	"M"	93956
	"35-39 years"	"35-39"	"Nevada"	"32"	"2016"	"2016"	"Female"	"F"	93341
	"35-39 years"	"35-39"	"Nevada"	"32"	"2016"	"2016"	"Male"	"M"	94262
	"35-39 years"	"35-39"	"Nevada"	"32"	"2017"	"2017"	"Female"	"F"	94336
	"35-39 years"	"35-39"	"Nevada"	"32"	"2017"	"2017"	"Male"	"M"	95004
	"35-39 years"	"35-39"	"Nevada"	"32"	"2018"	"2018"	"Female"	"F"	95627
	"35-39 years"	"35-39"	"Nevada"	"32"	"2018"	"2018"	"Male"	"M"	96310
	"35-39 years"	"35-39"	"Nevada"	"32"	"2019"	"2019"	"Female"	"F"	97358
	"35-39 years"	"35-39"	"Nevada"	"32"	"2019"	"2019"	"Male"	"M"	97524
	"35-39 years"	"35-39"	"Nevada"	"32"	"2020"	"2020"	"Female"	"F"	99296
	"35-39 years"	"35-39"	"Nevada"	"32"	"2020"	"2020"	"Male"	"M"	98723
	"35-39 years"	"35-39"	"Nevada"	"32"	"2021"	"2021"	"Female"	"F"	101529
	"35-39 years"	"35-39"	"Nevada"	"32"	"2021"	"2021"	"Male"	"M"	100575
	"35-39 years"	"35-39"	"Nevada"	"32"	"2022"	"2022"	"Female"	"F"	103964
	"35-39 years"	"35-39"	"Nevada"	"32"	"2022"	"2022"	"Male"	"M"	102341
	"35-39 years"	"35-39"	"Nevada"	"32"	"2023"	"2023"	"Female"	"F"	106858
	"35-39 years"	"35-39"	"Nevada"	"32"	"2023"	"2023"	"Male"	"M"	104124
	"35-39 years"	"35-39"	"Nevada"	"32"	"2024"	"2024"	"Female"	"F"	110535
	"35-39 years"	"35-39"	"Nevada"	"32"	"2024"	"2024"	"Male"	"M"	106625
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2013"	"2013"	"Female"	"F"	42392
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2013"	"2013"	"Male"	"M"	44605
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	44700
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	46831
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	47437
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	49515
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	50796
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	52919
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	53475
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	55820
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	54935
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	57723
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	55349
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	58805
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2020"	"2020"	"Female"	"F"	55269
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2020"	"2020"	"Male"	"M"	59409
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2021"	"2021"	"Female"	"F"	54963
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2021"	"2021"	"Male"	"M"	59347
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2022"	"2022"	"Female"	"F"	54983
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2022"	"2022"	"Male"	"M"	59078
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2023"	"2023"	"Female"	"F"	55491
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2023"	"2023"	"Male"	"M"	58989
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2024"	"2024"	"Female"	"F"	56203
	"35-39 years"	"35-39"	"New Hampshire"	"33"	"2024"	"2024"	"Male"	"M"	59165
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2013"	"2013"	"Female"	"F"	300498
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2013"	"2013"	"Male"	"M"	300643
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2014"	"2014"	"Female"	"F"	302025
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2014"	"2014"	"Male"	"M"	301868
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2015"	"2015"	"Female"	"F"	304183
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2015"	"2015"	"Male"	"M"	303171
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2016"	"2016"	"Female"	"F"	306820
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2016"	"2016"	"Male"	"M"	306162
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	311487
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	312356
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2018"	"2018"	"Female"	"F"	318390
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2018"	"2018"	"Male"	"M"	320199
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	323280
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	326120
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2020"	"2020"	"Female"	"F"	326546
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	330305
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	329674
	"35-39 years"	"35-39"	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	334282
